Animals,Plants,Average_Energy,Average_Lifetime,Average_Children
21,14,123.9047619047619,19.4375,10.238095238095237
20,14,134.85,21.63013698630137,9.2
17,14,163.1764705882353,21.506666666666668,10.882352941176471
15,13,201.66666666666666,21.585526315789473,12.133333333333333
14,13,220.0,21.61437908496732,13.0
10,12,334.5,21.56050955414013,18.2
10,13,341.5,21.56050955414013,18.2
9,13,398.44444444444446,21.82278481012658,20.22222222222222
9,13,417.6666666666667,21.82278481012658,20.22222222222222
8,11,516.75,21.81132075471698,22.75
8,11,538.75,21.81132075471698,22.75
8,12,548.25,21.81132075471698,22.75
7,14,623.2857142857143,22.28125,26.0
8,15,520.375,22.28125,23.0
8,15,529.875,22.28125,23.0
9,16,452.3333333333333,22.28125,20.666666666666668
11,17,324.90909090909093,22.28125,17.272727272727273
13,15,271.84615384615387,22.28125,14.923076923076923
15,15,224.46666666666667,22.28125,13.2
17,16,185.35294117647058,22.28125,11.882352941176471
19,17,161.68421052631578,22.28125,10.842105263157896
21,17,143.28571428571428,22.28125,10.0
22,17,127.0909090909091,22.28125,9.636363636363637
22,15,129.13636363636363,22.19254658385093,9.727272727272727
20,14,148.8,22.0920245398773,10.7
20,15,138.4,22.054545454545455,10.7
21,14,132.38095238095238,22.054545454545455,10.285714285714286
20,13,139.7,21.952095808383234,10.9
20,14,140.85,22.047619047619047,10.75
18,14,161.94444444444446,21.900584795321638,12.055555555555555
17,14,172.35294117647058,22.127167630057805,12.705882352941176
17,15,168.52941176470588,22.14857142857143,12.941176470588236
19,16,138.42105263157896,22.147727272727273,11.789473684210526
15,14,188.73333333333332,22.03314917127072,14.866666666666667
13,16,214.53846153846155,22.25136612021858,16.923076923076923
13,17,219.23076923076923,22.25136612021858,16.923076923076923
13,16,231.6153846153846,22.25136612021858,16.923076923076923
11,16,288.3636363636364,22.513513513513512,19.90909090909091
10,17,324.0,22.5,21.9
9,16,379.0,22.684491978609625,24.333333333333332
10,17,311.5,22.73936170212766,22.3
12,17,250.58333333333334,22.73936170212766,18.916666666666668
13,16,240.15384615384616,22.756613756613756,17.76923076923077
14,17,218.21428571428572,22.647368421052633,16.785714285714285
13,17,233.3846153846154,22.473958333333332,18.23076923076923
15,18,197.86666666666667,22.473958333333332,16.066666666666666
17,17,173.7058823529412,22.473958333333332,14.411764705882353
20,19,122.3,22.487046632124354,12.35
21,18,101.14285714285714,22.163265306122447,12.142857142857142
23,17,82.65217391304348,22.101522842639593,11.217391304347826
24,17,75.45833333333333,21.99497487437186,11.0
24,17,68.875,21.925373134328357,11.166666666666666
23,18,66.04347826086956,22.09313725490196,11.608695652173912
24,18,60.25,22.09313725490196,11.208333333333334
23,18,51.26086956521739,21.956521739130434,11.869565217391305
20,17,57.65,22.137440758293838,13.7
17,17,61.470588235294116,22.087962962962962,15.941176470588236
18,17,52.22222222222222,22.018433179723502,15.277777777777779
14,14,92.0,22.013574660633484,19.642857142857142
12,16,103.91666666666667,24.41255605381166,19.0
8,15,189.25,24.58590308370044,28.125
6,17,248.66666666666666,27.292576419213972,29.666666666666668
6,17,279.0,27.292576419213972,29.666666666666668
6,18,292.6666666666667,27.292576419213972,29.666666666666668
6,16,356.3333333333333,27.292576419213972,29.666666666666668
6,16,370.0,27.292576419213972,29.666666666666668
6,16,383.6666666666667,27.292576419213972,29.666666666666668
5,17,477.2,27.317391304347826,35.6
15.091836734693878,14.285714285714286,197.8651734853296,17.16206724747426,10.208459486076974
